#,Office No.,Company Name,Company Number,Has Valid Company Number,Incorporated,Status,SIC Code,Registered Address,Address Suffix,Address Exact Street Match,Cash At Bank,Net Assets,Turnover,Investigative Priority,Risk Tier (Objective),Priority Entity,Public Linkage Category,Manual Review Hypothesis (Unverified),Public Evidence Summary,Public Evidence URLs,Review Notes,Companies House Overview URL,Companies House Officers URL,Companies House Filing History URL,Primary OSINT Source,Source,Notes,Office Group Size,Company Number Inference Method,Company Number Confidence,sic_wave_cluster_id,sic_wave_cluster_size,sic_wave_recovery_candidate,formation_sequence_cluster_id,formation_sequence_cluster_size,formation_sequence_recovery_candidate,logistics_api_flag,carrier_api_capability_score,evidence_basis_shipping_layer,shipping_role_category,confidence_level_shipping_layer,Office No Clean,address_cluster_signal,delta_candidate_flag,infrastructure_layer,confidence_level,risk_it_services,risk_seo_agency,risk_logistics_shell,risk_ecommerce_operator,risk_formation_intermediary,risk_payment_linked,risk_telecom_sim_node,risk_shipping_label_node,risk_carrier_account_broker,risk_score_total,risk_level
496.0,530,Usman Tech Ltd,16817001,Yes,2025-10-29,Active,"59112, 73120, 90030","Office 530, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16817001,https://find-and-update.company-information.service.gov.uk/company/16817001/officers,https://find-and-update.company-information.service.gov.uk/company/16817001/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,132.0,4.0,False,53.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,530.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,False,False,False,False,False,False,False,1.0,LOW
78.0,99,Ustad G Enterprise Ltd,15557530,Yes,2024-03-12,Active,"62020, 62090, 73110","Office 99, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15557530,https://find-and-update.company-information.service.gov.uk/company/15557530/officers,https://find-and-update.company-information.service.gov.uk/company/15557530/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,149.0,90.0,False,9.0,8.0,False,False,0.0,no_indicator,none_detected,LOW,99.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
393.0,429,Ux Force Ltd,16619286,Yes,2025-07-31,Active,"58290, 62012, 62020, 62090","Office 429, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16619286,https://find-and-update.company-information.service.gov.uk/company/16619286/officers,https://find-and-update.company-information.service.gov.uk/company/16619286/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,125.0,2.0,False,42.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,429.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
555.0,591,Vaanifitwear Ltd,—,No,,Active,,"Office 591, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,59.0,8.0,True,False,0.0,no_indicator,none_detected,LOW,591.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
583.0,621,Valux Hub Ltd,—,No,,Active,,"Office 621, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,62.0,9.0,True,False,0.0,no_indicator,none_detected,LOW,621.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
549.0,583,Vastelque Businesses Ltd,16880527,Yes,2025-11-28,Active,47910,"Office 583, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16880527,https://find-and-update.company-information.service.gov.uk/company/16880527/officers,https://find-and-update.company-information.service.gov.uk/company/16880527/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk ★ Nov 2025,,,none,original_or_unresolved,85.0,97.0,False,58.0,8.0,False,False,0.0,no_indicator,none_detected,LOW,583.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
271.0,311,Vector Embroidery Ltd,16205810,Yes,2025-01-24,Active,74100,"Office 311, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,"-£3,644",,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16205810,https://find-and-update.company-information.service.gov.uk/company/16205810/officers,https://find-and-update.company-information.service.gov.uk/company/16205810/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,187.0,9.0,False,31.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,311.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
282.0,322,Vedaz Business Ltd,16275876,Yes,2025-02-25,Active,01110,"Office 322, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,£100,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16275876,https://find-and-update.company-information.service.gov.uk/company/16275876/officers,https://find-and-update.company-information.service.gov.uk/company/16275876/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk/secret-bases,,,none,original_or_unresolved,0.0,1.0,False,32.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,322.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
898.0,1002,Velocity Logistics UK Ltd,17115590,Yes,2026-03-25,Active,52290,"Office 1002, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,MEDIUM,MEDIUM,,,,,,Shared office number: 2 entities,https://find-and-update.company-information.service.gov.uk/company/17115590,https://find-and-update.company-information.service.gov.uk/company/17115590/officers,https://find-and-update.company-information.service.gov.uk/company/17115590/filing-history,Companies House URL ready + open.endole.co.uk,user-provided,Support activities for transport ★ Mar 2026,,none,original_or_unresolved,116.0,1.0,False,100.0,9.0,False,True,4.0,SIC_transport_support_activity,label_generation_intermediary,MEDIUM,1002.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,True,False,False,False,False,False,False,1.0,LOW
485.0,522,Veloxian Solutions Ltd,16810586,Yes,2025-10-27,Active,"49410, 53202","Office 522, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,MEDIUM,MEDIUM,,,,,,Shared office number: 2 entities,https://find-and-update.company-information.service.gov.uk/company/16810586,https://find-and-update.company-information.service.gov.uk/company/16810586/officers,https://find-and-update.company-information.service.gov.uk/company/16810586/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,115.0,1.0,False,52.0,13.0,False,False,0.0,no_indicator,none_detected,LOW,522.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,False,False,False,False,False,False,False,1.0,LOW
900.0,1003,Veltrix Enterprises Ltd,—,No,,Active,,"Office 1003, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,100.0,9.0,True,False,0.0,no_indicator,none_detected,LOW,1003.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
488.0,524,Veradox Solutions Ltd,16811184,Yes,2025-10-27,Active,"46900, 47890, 47910, 49410","Office 524, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,MEDIUM,MEDIUM,,,,,,Shared office number: 2 entities,https://find-and-update.company-information.service.gov.uk/company/16811184,https://find-and-update.company-information.service.gov.uk/company/16811184/officers,https://find-and-update.company-information.service.gov.uk/company/16811184/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,57.0,1.0,False,52.0,13.0,False,False,0.0,no_indicator,none_detected,LOW,524.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,False,False,False,False,False,False,False,1.0,LOW
286.0,326,Vertex Estimation Ltd,16294181,Yes,2025-03-05,Active,"71111, 74902","Office 326, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16294181,https://find-and-update.company-information.service.gov.uk/company/16294181/officers,https://find-and-update.company-information.service.gov.uk/company/16294181/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,176.0,1.0,False,32.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,326.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
506.0,540,Vertexx Services Ltd,16830263,Yes,2025-11-04,Active,"62020, 62090, 73110","Office 540, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16830263,https://find-and-update.company-information.service.gov.uk/company/16830263/officers,https://find-and-update.company-information.service.gov.uk/company/16830263/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk ★ Nov 2025,,,none,original_or_unresolved,149.0,90.0,False,54.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,540.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
381.0,417,Verve Services Ltd,16591707,Yes,2025-07-18,Active,"47910, 73110","Office 417, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16591707,https://find-and-update.company-information.service.gov.uk/company/16591707/officers,https://find-and-update.company-information.service.gov.uk/company/16591707/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,103.0,5.0,False,41.0,12.0,False,False,0.0,no_indicator,none_detected,LOW,417.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
814.0,857,Vibe Store London Ltd,—,No,,Active,,"Office 857, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,85.0,10.0,True,False,0.0,no_indicator,none_detected,LOW,857.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,True,False,False,False,False,False,1.0,LOW
75.0,95,Vidwolf Limited,14750392,Yes,2023-03-22,Active,62090,"Office 95, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/14750392,https://find-and-update.company-information.service.gov.uk/company/14750392/officers,https://find-and-update.company-information.service.gov.uk/company/14750392/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk/secret-bases,,,none,original_or_unresolved,160.0,4.0,False,9.0,8.0,False,False,0.0,no_indicator,none_detected,LOW,95.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
250.0,290,Vintage Leather and Garments Uk Ltd,16123203,Yes,2024-12-09,Active,"14110, 46160, 47722, 95230","Office 290, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16123203,https://find-and-update.company-information.service.gov.uk/company/16123203/officers,https://find-and-update.company-information.service.gov.uk/company/16123203/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,7.0,1.0,False,29.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,290.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
913.0,UNRESOLVED,Vision Cart Ltd,—,No,,Active,,"85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Office number not parsed from source; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,,,False,False,0.0,no_indicator,none_detected,LOW,,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
362.0,398,Vision Plus Technologies Ltd,13607314,Yes,2021-09-07,Active,47910,"Office 398, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,£698,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/13607314,https://find-and-update.company-information.service.gov.uk/company/13607314/officers,https://find-and-update.company-information.service.gov.uk/company/13607314/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,85.0,97.0,False,39.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,398.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,False,False,False,False,False,False,False,1.0,LOW
97.0,126,Vistareviews Ltd,15671365,Yes,2024-04-23,Active,73110,"Office 126, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,"-£2,840",,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15671365,https://find-and-update.company-information.service.gov.uk/company/15671365/officers,https://find-and-update.company-information.service.gov.uk/company/15671365/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,180.0,21.0,False,12.0,7.0,False,False,0.0,no_indicator,none_detected,LOW,126.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
